Customer ID,Client Segment,Country,Product ID,Product Category,Purchasing Price,Order ID,Order Date,Delivery Date,Service Level,Quantity,Planned Sales Price,Profit
1-66971891,Corporate,Iraq,Product 14,Furniture,"21,430",O-55694088,10-Nov-20,12-Nov-20,2,18,"24,645","3,215"
1-96093699,Corporate,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-47503041,29-Nov-20,30-Nov-20,1,22,"17,828","5,094"
1-13159578,Corporate,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-35483362,8-Jan-20,9-Jan-20,1,16,"17,828","5,094"
1-32070779,Corporate,Iraq,Product 10,Furniture,"23,699",O-02513581,31-Oct-20,2-Nov-20,2,17,"27,254","3,555"
1-26786773,Corporate,United Arab Emirates,Product 3,Electronics,"24,395",O-16884569,26-Apr-20,28-Apr-20,2,20,"37,812","13,417"
1-59625005,Consumer,Morocco,Product 12,Furniture,"44,494",O-96845619,15-Jan-20,17-Jan-20,2,5,"59,177","14,683"
1-76342825,Consumer,United Arab Emirates,Product 10,Furniture,"23,699",O-37296387,25-May-20,26-May-20,1,1,"36,733","13,034"
1-51717220,Consumer,Saudi Arabia,Product 19,Computer & Laptop,"15,954",O-23608415,2-Oct-20,4-Oct-20,2,2,"22,336","6,382"
1-68810688,Corporate,United Arab Emirates,Product 7,Electronics,"36,081",O-29954795,23-May-20,25-May-20,2,15,"55,926","19,845"
1-50126006,Corporate,Egypt,Product 12,Furniture,"44,494",O-13821763,29-Aug-20,1-Sep-20,3,10,"55,618","11,124"
1-816194,Corporate,United Arab Emirates,Product 17,Computer & Laptop,"18,711",O-42341414,1-Dec-20,4-Dec-20,3,11,"29,002","10,291"
1-73039090,Corporate,Saudi Arabia,Product 9,Furniture,"57,057",O-81731915,9-Dec-20,11-Dec-20,2,6,"79,880","22,823"
1-55534833,Corporate,Morocco,Product 10,Furniture,"23,699",O-20412938,8-Sep-20,11-Sep-20,3,9,"31,520","7,821"
1-72181278,Corporate,Algeria,Product 18,Computer & Laptop,"12,308",O-31002342,19-Apr-20,20-Apr-20,1,5,"16,247","3,939"
1-93923891,Consumer,Saudi Arabia,Product 10,Furniture,"23,699",O-51057388,23-Nov-20,26-Nov-20,3,1,"33,179","9,480"
1-29540266,Corporate,Algeria,Product 4,Electronics,"19,232",O-25051366,30-Mar-20,1-Apr-20,2,6,"25,771","6,539"
1-4387675,Consumer,Egypt,Product 13,Furniture,"50,443",O-08235356,9-Nov-20,10-Nov-20,1,3,"63,054","12,611"
1-92257407,Corporate,United Arab Emirates,Product 7,Electronics,"36,081",O-14801784,13-Nov-20,14-Nov-20,1,6,"55,926","19,845"
1-92511923,Consumer,United Arab Emirates,Product 19,Computer & Laptop,"15,954",O-58116731,8-Jun-20,11-Jun-20,3,3,"24,729","8,775"
1-30209342,Consumer,United Arab Emirates,Product 6,Electronics,"27,960",O-46237384,6-Sep-20,9-Sep-20,3,1,"43,338","15,378"
1-60001131,Corporate,Algeria,Product 15,Computer & Laptop,"23,070",O-07274099,17-Oct-20,20-Oct-20,3,21,"30,914","7,844"
1-60352739,Consumer,Iraq,Product 7,Electronics,"36,081",O-33245783,5-Dec-20,7-Dec-20,2,1,"41,493","5,412"
1-87717473,Consumer,Saudi Arabia,Product 11,Furniture,"44,772",O-72298191,20-Dec-20,23-Dec-20,3,5,"62,681","17,909"
1-6652298,Corporate,Egypt,Product 19,Computer & Laptop,"15,954",O-59661348,2-Dec-20,5-Dec-20,3,21,"19,943","3,989"
1-75409625,Consumer,Saudi Arabia,Product 15,Computer & Laptop,"23,070",O-92417477,8-Jan-20,11-Jan-20,3,3,"32,298","9,228"
1-538690,Corporate,United Arab Emirates,Product 12,Furniture,"44,494",O-57164797,17-Jan-20,18-Jan-20,1,11,"68,966","24,472"
1-2474026,Consumer,Algeria,Product 4,Electronics,"19,232",O-93815337,18-Dec-20,21-Dec-20,3,3,"25,771","6,539"
1-64341465,Consumer,Egypt,Product 16,Computer & Laptop,"19,080",O-63617332,16-Jan-20,18-Jan-20,2,1,"23,850","4,770"
1-80198811,Consumer,Egypt,Product 16,Computer & Laptop,"19,080",O-69837836,1-Jul-20,3-Jul-20,2,2,"23,850","4,770"
1-19662991,Consumer,Egypt,Product 14,Furniture,"21,430",O-63635797,11-Feb-20,14-Feb-20,3,5,"26,788","5,358"
1-8675392,Consumer,Saudi Arabia,Product 7,Electronics,"36,081",O-45815994,12-Dec-20,14-Dec-20,2,1,"50,513","14,432"
1-54022189,Corporate,Iraq,Product 4,Electronics,"19,232",O-83214158,16-Dec-20,17-Dec-20,1,19,"22,117","2,885"
1-85158602,Consumer,United Arab Emirates,Product 5,Electronics,"27,702",O-57506088,15-Nov-20,18-Nov-20,3,4,"42,938","15,236"
1-69480129,Consumer,Egypt,Product 14,Furniture,"21,430",O-62805918,2-Oct-20,3-Oct-20,1,3,"26,788","5,358"
1-21487585,Corporate,Egypt,Product 15,Computer & Laptop,"23,070",O-16013385,23-Aug-20,26-Aug-20,3,7,"28,838","5,768"
1-14329100,Consumer,United Arab Emirates,Product 14,Furniture,"21,430",O-92127508,13-Mar-20,15-Mar-20,2,4,"33,217","11,787"
1-80336201,Consumer,United Arab Emirates,Product 6,Electronics,"27,960",O-76965872,27-May-20,30-May-20,3,4,"43,338","15,378"
1-70806360,Corporate,Algeria,Product 19,Computer & Laptop,"15,954",O-04823925,21-Apr-20,24-Apr-20,3,22,"20,581","4,627"
1-39781427,Consumer,Egypt,Product 20,Computer & Laptop,"12,734",O-67475131,16-Feb-20,19-Feb-20,3,2,"15,918","3,184"
1-90774010,Consumer,United Arab Emirates,Product 3,Electronics,"24,395",O-28587674,25-Nov-20,27-Nov-20,2,4,"37,812","13,417"
1-4686898,Corporate,Algeria,Product 17,Computer & Laptop,"18,711",O-26481466,5-Sep-20,6-Sep-20,1,24,"25,073","6,362"
1-25624111,Consumer,Morocco,Product 10,Furniture,"23,699",O-95729845,11-Jul-20,14-Jul-20,3,5,"31,520","7,821"
1-25114321,Consumer,Algeria,Product 18,Computer & Laptop,"12,308",O-73415839,30-Jul-20,1-Aug-20,2,2,"16,247","3,939"
1-43396798,Consumer,Morocco,Product 12,Furniture,"44,494",O-30978655,27-Sep-20,28-Sep-20,1,2,"59,177","14,683"
1-22180728,Consumer,United Arab Emirates,Product 5,Electronics,"27,702",O-43879667,12-Nov-20,14-Nov-20,2,5,"42,938","15,236"
1-38514674,Corporate,United Arab Emirates,Product 3,Electronics,"24,395",O-78112082,16-Dec-20,19-Dec-20,3,6,"37,812","13,417"
1-56635471,Consumer,Morocco,Product 7,Electronics,"36,081",O-30879513,27-Mar-20,28-Mar-20,1,2,"47,988","11,907"
1-45118948,Corporate,Saudi Arabia,Product 10,Furniture,"23,699",O-58923014,31-Oct-20,1-Nov-20,1,20,"33,179","9,480"
1-55093627,Consumer,Algeria,Product 5,Electronics,"27,702",O-97377072,4-Jul-20,5-Jul-20,1,1,"36,567","8,865"
1-68545778,Corporate,United Arab Emirates,Product 8,Furniture,"43,423",O-21962212,4-Feb-20,5-Feb-20,1,19,"67,306","23,883"
1-2499041,Corporate,United Arab Emirates,Product 9,Furniture,"57,057",O-06342579,20-Sep-20,22-Sep-20,2,25,"88,438","31,381"
1-73333483,Consumer,Saudi Arabia,Product 1,Electronics,"28,272",O-91239281,11-Mar-20,12-Mar-20,1,1,"39,581","11,309"
1-85981698,Consumer,United Arab Emirates,Product 11,Furniture,"44,772",O-42949714,7-May-20,10-May-20,3,3,"69,397","24,625"
1-84061547,Consumer,United Arab Emirates,Product 15,Computer & Laptop,"23,070",O-40727434,10-Oct-20,13-Oct-20,3,5,"35,759","12,689"
1-15421150,Consumer,Iraq,Product 9,Furniture,"57,057",O-76416685,30-May-20,31-May-20,1,5,"65,616","8,559"
1-18170760,Consumer,Iraq,Product 19,Computer & Laptop,"15,954",O-38897982,30-Oct-20,2-Nov-20,3,2,"18,347","2,393"
1-32660070,Corporate,Algeria,Product 11,Furniture,"44,772",O-00363673,16-Dec-20,19-Dec-20,3,9,"60,442","15,670"
1-35611021,Consumer,United Arab Emirates,Product 11,Furniture,"44,772",O-03539933,2-Sep-20,3-Sep-20,1,2,"69,397","24,625"
1-90496308,Consumer,United Arab Emirates,Product 18,Computer & Laptop,"12,308",O-90468882,21-Jul-20,24-Jul-20,3,2,"19,077","6,769"
1-67763689,Consumer,Morocco,Product 16,Computer & Laptop,"19,080",O-64837105,21-Sep-20,24-Sep-20,3,2,"25,376","6,296"
1-2720593,Consumer,United Arab Emirates,Product 11,Furniture,"44,772",O-09586509,18-Dec-20,19-Dec-20,1,1,"69,397","24,625"
1-84205209,Consumer,Egypt,Product 13,Furniture,"50,443",O-30899179,3-Jun-20,5-Jun-20,2,5,"63,054","12,611"
1-32875420,Corporate,United Arab Emirates,Product 5,Electronics,"27,702",O-89663372,12-Dec-20,15-Dec-20,3,16,"42,938","15,236"
1-485519,Corporate,Saudi Arabia,Product 18,Computer & Laptop,"12,308",O-77472076,21-Feb-20,24-Feb-20,3,17,"17,231","4,923"
1-9692438,Corporate,United Arab Emirates,Product 19,Computer & Laptop,"15,954",O-37121849,25-Jan-20,27-Jan-20,2,23,"24,729","8,775"
1-6062158,Corporate,Algeria,Product 14,Furniture,"21,430",O-83271288,25-Dec-20,26-Dec-20,1,24,"28,288","6,858"
1-36364151,Corporate,Morocco,Product 18,Computer & Laptop,"12,308",O-15201885,18-Sep-20,21-Sep-20,3,8,"16,370","4,062"
1-69586604,Corporate,Saudi Arabia,Product 12,Furniture,"44,494",O-73131203,4-Oct-20,7-Oct-20,3,9,"62,292","17,798"
1-10125289,Corporate,Iraq,Product 11,Furniture,"44,772",O-41014108,12-Apr-20,14-Apr-20,2,21,"51,488","6,716"
1-86108042,Consumer,Egypt,Product 10,Furniture,"23,699",O-80227837,6-Feb-20,7-Feb-20,1,5,"29,624","5,925"
1-4625267,Corporate,Egypt,Product 15,Computer & Laptop,"23,070",O-67032944,18-Jan-20,19-Jan-20,1,5,"28,838","5,768"
1-23445089,Corporate,Morocco,Product 15,Computer & Laptop,"23,070",O-92213775,16-Oct-20,18-Oct-20,2,7,"30,683","7,613"
1-26916646,Corporate,Iraq,Product 6,Electronics,"27,960",O-96621254,9-Nov-20,11-Nov-20,2,5,"32,154","4,194"
1-73691577,Corporate,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-33203472,8-Sep-20,9-Sep-20,1,8,"17,828","5,094"
1-23496688,Corporate,United Arab Emirates,Product 12,Furniture,"44,494",O-99784759,15-Dec-20,17-Dec-20,2,14,"68,966","24,472"
1-50422209,Consumer,Iraq,Product 6,Electronics,"27,960",O-02276219,26-Aug-20,27-Aug-20,1,2,"32,154","4,194"
1-32594545,Consumer,Algeria,Product 9,Furniture,"57,057",O-40866307,19-May-20,21-May-20,2,4,"73,604","16,547"
1-6756222,Consumer,Algeria,Product 13,Furniture,"50,443",O-59255609,14-Jan-20,16-Jan-20,2,3,"65,071","14,628"
1-25125505,Consumer,United Arab Emirates,Product 10,Furniture,"23,699",O-75327045,16-Dec-20,18-Dec-20,2,3,"36,733","13,034"
1-8021637,Consumer,Egypt,Product 10,Furniture,"23,699",O-67578122,30-Jun-20,3-Jul-20,3,5,"29,624","5,925"
1-5750823,Consumer,Saudi Arabia,Product 3,Electronics,"24,395",O-29155565,15-Feb-20,18-Feb-20,3,2,"34,153","9,758"
1-49252218,Corporate,Morocco,Product 19,Computer & Laptop,"15,954",O-14082189,25-Aug-20,27-Aug-20,2,9,"21,219","5,265"
1-10112072,Corporate,Algeria,Product 18,Computer & Laptop,"12,308",O-63563566,5-Dec-20,7-Dec-20,2,8,"16,247","3,939"
1-36877450,Consumer,Algeria,Product 5,Electronics,"27,702",O-46356631,6-Sep-20,7-Sep-20,1,1,"36,567","8,865"
1-71705562,Corporate,Egypt,Product 11,Furniture,"44,772",O-20223312,24-Jan-20,26-Jan-20,2,7,"55,965","11,193"
1-22044074,Corporate,Saudi Arabia,Product 17,Computer & Laptop,"18,711",O-16663015,1-Mar-20,4-Mar-20,3,6,"26,195","7,484"
1-50937715,Corporate,Egypt,Product 14,Furniture,"21,430",O-92363559,21-Feb-20,23-Feb-20,2,8,"26,788","5,358"
1-34542800,Corporate,Saudi Arabia,Product 9,Furniture,"57,057",O-73784288,30-May-20,2-Jun-20,3,9,"79,880","22,823"
1-29595481,Consumer,Algeria,Product 8,Furniture,"43,423",O-59847524,2-Apr-20,5-Apr-20,3,5,"56,884","13,461"
1-36348669,Corporate,Egypt,Product 3,Electronics,"24,395",O-61013932,18-Dec-20,19-Dec-20,1,8,"30,494","6,099"
1-29699348,Corporate,Morocco,Product 20,Computer & Laptop,"12,734",O-91283106,22-Oct-20,25-Oct-20,3,18,"16,936","4,202"
1-77274996,Consumer,Saudi Arabia,Product 5,Electronics,"27,702",O-54517232,24-Dec-20,26-Dec-20,2,1,"38,783","11,081"
1-97432390,Corporate,Saudi Arabia,Product 1,Electronics,"28,272",O-92612391,6-Apr-20,8-Apr-20,2,7,"39,581","11,309"
1-2454246,Corporate,United Arab Emirates,Product 11,Furniture,"44,772",O-23552666,28-Jan-20,30-Jan-20,2,7,"69,397","24,625"
1-61686911,Consumer,Egypt,Product 3,Electronics,"24,395",O-94148724,7-May-20,9-May-20,2,2,"30,494","6,099"
1-68998014,Corporate,Morocco,Product 19,Computer & Laptop,"15,954",O-34572661,24-Jul-20,25-Jul-20,1,16,"21,219","5,265"
1-78750789,Corporate,Egypt,Product 1,Electronics,"28,272",O-92991675,29-Aug-20,31-Aug-20,2,15,"35,340","7,068"
1-87514194,Corporate,United Arab Emirates,Product 6,Electronics,"27,960",O-06894148,27-Apr-20,30-Apr-20,3,22,"43,338","15,378"
1-20101768,Corporate,Algeria,Product 18,Computer & Laptop,"12,308",O-41131614,29-Dec-20,31-Dec-20,2,24,"16,247","3,939"
1-7389238,Consumer,Saudi Arabia,Product 9,Furniture,"57,057",O-94205881,6-Nov-20,9-Nov-20,3,1,"79,880","22,823"
1-8569746,Corporate,Iraq,Product 9,Furniture,"57,057",O-14294794,2-Jul-20,3-Jul-20,1,13,"65,616","8,559"
1-73727572,Consumer,Saudi Arabia,Product 8,Furniture,"43,423",O-36497646,29-May-20,31-May-20,2,3,"60,792","17,369"
1-30713165,Corporate,Iraq,Product 10,Furniture,"23,699",O-77091392,5-May-20,6-May-20,1,17,"27,254","3,555"
1-33829910,Consumer,Algeria,Product 17,Computer & Laptop,"18,711",O-99876849,13-Mar-20,16-Mar-20,3,4,"25,073","6,362"
1-72825185,Corporate,Egypt,Product 16,Computer & Laptop,"19,080",O-56931398,29-Apr-20,2-May-20,3,5,"23,850","4,770"
1-12184135,Consumer,Algeria,Product 6,Electronics,"27,960",O-06758422,11-Apr-20,12-Apr-20,1,5,"36,348","8,388"
1-40585589,Consumer,Algeria,Product 7,Electronics,"36,081",O-03406617,27-Nov-20,30-Nov-20,3,4,"45,462","9,381"
1-16457283,Consumer,United Arab Emirates,Product 20,Computer & Laptop,"12,734",O-34017253,15-Sep-20,18-Sep-20,3,2,"19,738","7,004"
1-28897927,Consumer,Algeria,Product 16,Computer & Laptop,"19,080",O-03066812,21-Apr-20,24-Apr-20,3,3,"25,758","6,678"
1-19133894,Consumer,Morocco,Product 1,Electronics,"28,272",O-02455259,21-Feb-20,22-Feb-20,1,4,"37,602","9,330"
1-60276837,Consumer,Saudi Arabia,Product 16,Computer & Laptop,"19,080",O-59535191,9-May-20,11-May-20,2,3,"26,712","7,632"
1-79042117,Consumer,United Arab Emirates,Product 10,Furniture,"23,699",O-01615283,7-May-20,8-May-20,1,2,"36,733","13,034"
1-61452520,Corporate,Algeria,Product 19,Computer & Laptop,"15,954",O-28882848,15-Jul-20,16-Jul-20,1,13,"20,581","4,627"
1-69219846,Consumer,Egypt,Product 19,Computer & Laptop,"15,954",O-92557995,25-Jun-20,27-Jun-20,2,5,"19,943","3,989"
1-93674054,Consumer,Morocco,Product 7,Electronics,"36,081",O-90026616,2-Feb-20,4-Feb-20,2,4,"47,988","11,907"
1-59622656,Consumer,Saudi Arabia,Product 1,Electronics,"28,272",O-96227925,21-Jun-20,23-Jun-20,2,2,"39,581","11,309"
1-49044447,Consumer,Saudi Arabia,Product 12,Furniture,"44,494",O-52827255,3-Mar-20,5-Mar-20,2,5,"62,292","17,798"
1-60436839,Consumer,Algeria,Product 10,Furniture,"23,699",O-19545586,30-Sep-20,3-Oct-20,3,4,"30,572","6,873"
1-81291214,Corporate,Algeria,Product 11,Furniture,"44,772",O-19532617,27-May-20,28-May-20,1,19,"60,442","15,670"
1-9556350,Consumer,Algeria,Product 1,Electronics,"28,272",O-20488087,1-Jul-20,2-Jul-20,1,3,"36,754","8,482"
1-52457245,Corporate,United Arab Emirates,Product 8,Furniture,"43,423",O-80911495,2-Jun-20,4-Jun-20,2,25,"67,306","23,883"
1-6935102,Consumer,Egypt,Product 4,Electronics,"19,232",O-79709852,26-Dec-20,29-Dec-20,3,5,"24,040","4,808"
1-86759243,Corporate,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-19371082,28-Jan-20,30-Jan-20,2,14,"17,828","5,094"
1-63363805,Consumer,Algeria,Product 7,Electronics,"36,081",O-74989911,6-Feb-20,7-Feb-20,1,3,"45,462","9,381"
1-26959891,Corporate,Saudi Arabia,Product 4,Electronics,"19,232",O-67304808,16-Mar-20,18-Mar-20,2,15,"26,925","7,693"
1-77308307,Consumer,Egypt,Product 8,Furniture,"43,423",O-84378681,4-Nov-20,7-Nov-20,3,2,"54,279","10,856"
1-13714707,Consumer,Saudi Arabia,Product 6,Electronics,"27,960",O-95709975,13-Sep-20,14-Sep-20,1,1,"39,144","11,184"
1-5064280,Consumer,Iraq,Product 18,Computer & Laptop,"12,308",O-20005226,19-Oct-20,22-Oct-20,3,2,"14,154","1,846"
1-3747666,Corporate,Morocco,Product 10,Furniture,"23,699",O-99663395,17-May-20,18-May-20,1,8,"31,520","7,821"
1-49130940,Corporate,Morocco,Product 14,Furniture,"21,430",O-34864282,2-Jan-20,3-Jan-20,1,16,"28,502","7,072"
1-56419344,Corporate,Morocco,Product 14,Furniture,"21,430",O-51852444,2-Mar-20,4-Mar-20,2,14,"28,502","7,072"
1-33020815,Corporate,Algeria,Product 6,Electronics,"27,960",O-44051419,25-May-20,28-May-20,3,12,"36,348","8,388"
1-860093,Consumer,United Arab Emirates,Product 13,Furniture,"50,443",O-54368327,21-Feb-20,23-Feb-20,2,4,"78,187","27,744"
1-20366717,Consumer,Morocco,Product 9,Furniture,"57,057",O-08357342,4-Feb-20,7-Feb-20,3,1,"75,886","18,829"
1-96248954,Consumer,Saudi Arabia,Product 19,Computer & Laptop,"15,954",O-58276785,5-Dec-20,7-Dec-20,2,4,"22,336","6,382"
1-46414516,Corporate,United Arab Emirates,Product 7,Electronics,"36,081",O-60383795,1-Nov-20,2-Nov-20,1,10,"55,926","19,845"
1-13960388,Consumer,United Arab Emirates,Product 7,Electronics,"36,081",O-05325133,25-Apr-20,28-Apr-20,3,1,"55,926","19,845"
1-33695223,Consumer,Egypt,Product 19,Computer & Laptop,"15,954",O-52885714,20-Aug-20,23-Aug-20,3,5,"19,943","3,989"
1-48053618,Consumer,Algeria,Product 16,Computer & Laptop,"19,080",O-33869754,8-Apr-20,10-Apr-20,2,4,"25,758","6,678"
1-73806475,Corporate,Saudi Arabia,Product 1,Electronics,"28,272",O-35931326,26-Oct-20,27-Oct-20,1,10,"39,581","11,309"
1-47989211,Corporate,Egypt,Product 20,Computer & Laptop,"12,734",O-16472436,23-Apr-20,25-Apr-20,2,17,"15,918","3,184"
1-81424637,Consumer,United Arab Emirates,Product 12,Furniture,"44,494",O-99035746,16-Jan-20,18-Jan-20,2,2,"68,966","24,472"
1-87318474,Corporate,Saudi Arabia,Product 3,Electronics,"24,395",O-32803284,18-Feb-20,19-Feb-20,1,15,"34,153","9,758"
1-6131406,Corporate,Saudi Arabia,Product 10,Furniture,"23,699",O-24803645,4-Aug-20,7-Aug-20,3,16,"33,179","9,480"
1-525383,Corporate,Egypt,Product 11,Furniture,"44,772",O-83173779,8-May-20,9-May-20,1,12,"55,965","11,193"
1-11061841,Corporate,Saudi Arabia,Product 6,Electronics,"27,960",O-22194952,2-Mar-20,3-Mar-20,1,24,"39,144","11,184"
1-85506787,Corporate,Morocco,Product 1,Electronics,"28,272",O-35872714,19-Nov-20,22-Nov-20,3,18,"37,602","9,330"
1-95270062,Corporate,Iraq,Product 15,Computer & Laptop,"23,070",O-14092167,17-Jul-20,20-Jul-20,3,14,"26,531","3,461"
1-86043280,Corporate,Iraq,Product 18,Computer & Laptop,"12,308",O-30453678,8-Jul-20,11-Jul-20,3,6,"14,154","1,846"
1-84468299,Corporate,Morocco,Product 11,Furniture,"44,772",O-48071308,31-Aug-20,1-Sep-20,1,15,"59,547","14,775"
1-68144226,Corporate,Iraq,Product 17,Computer & Laptop,"18,711",O-99932792,28-May-20,30-May-20,2,6,"21,518","2,807"
1-77191127,Corporate,Iraq,Product 4,Electronics,"19,232",O-77124108,2-Sep-20,4-Sep-20,2,17,"22,117","2,885"
1-14117997,Consumer,United Arab Emirates,Product 12,Furniture,"44,494",O-07947862,12-Sep-20,13-Sep-20,1,1,"68,966","24,472"
1-34954716,Consumer,Iraq,Product 13,Furniture,"50,443",O-43326149,6-Sep-20,7-Sep-20,1,1,"58,009","7,566"
1-35743275,Corporate,Algeria,Product 8,Furniture,"43,423",O-13023739,12-Jan-20,13-Jan-20,1,23,"56,884","13,461"
1-42942901,Consumer,Algeria,Product 18,Computer & Laptop,"12,308",O-19027979,11-Aug-20,12-Aug-20,1,2,"16,247","3,939"
1-12710442,Corporate,Saudi Arabia,Product 19,Computer & Laptop,"15,954",O-28722444,9-Jan-20,11-Jan-20,2,12,"22,336","6,382"
1-11832022,Consumer,Morocco,Product 1,Electronics,"28,272",O-89325215,5-Feb-20,6-Feb-20,1,2,"37,602","9,330"
1-41701632,Consumer,Algeria,Product 5,Electronics,"27,702",O-61826418,6-Jul-20,8-Jul-20,2,4,"36,567","8,865"
1-69586105,Corporate,Morocco,Product 4,Electronics,"19,232",O-00911304,4-Nov-20,5-Nov-20,1,6,"25,579","6,347"
1-14953292,Consumer,Egypt,Product 3,Electronics,"24,395",O-30636938,14-Aug-20,17-Aug-20,3,4,"30,494","6,099"
1-41566779,Corporate,Algeria,Product 7,Electronics,"36,081",O-33952495,7-Jul-20,10-Jul-20,3,8,"45,462","9,381"
1-37838040,Corporate,Egypt,Product 17,Computer & Laptop,"18,711",O-26082946,13-Aug-20,15-Aug-20,2,14,"23,389","4,678"
1-89466165,Corporate,Morocco,Product 13,Furniture,"50,443",O-97981143,17-Oct-20,20-Oct-20,3,23,"67,089","16,646"
1-69053878,Corporate,United Arab Emirates,Product 20,Computer & Laptop,"12,734",O-63122039,27-Jan-20,29-Jan-20,2,21,"19,738","7,004"
1-83985921,Consumer,Iraq,Product 2,Electronics,"13,144",O-57497197,9-Dec-20,10-Dec-20,1,3,"15,116","1,972"
1-70744255,Consumer,Algeria,Product 14,Furniture,"21,430",O-15247589,5-Jul-20,8-Jul-20,3,3,"28,288","6,858"
1-64236039,Corporate,Morocco,Product 9,Furniture,"57,057",O-81094094,23-Jul-20,26-Jul-20,3,25,"75,886","18,829"
1-13313715,Corporate,Egypt,Product 13,Furniture,"50,443",O-41794888,6-Jul-20,9-Jul-20,3,15,"63,054","12,611"
1-57575980,Consumer,Morocco,Product 10,Furniture,"23,699",O-17059214,1-Apr-20,3-Apr-20,2,5,"31,520","7,821"
1-30560048,Consumer,Saudi Arabia,Product 16,Computer & Laptop,"19,080",O-89679948,2-Jan-20,3-Jan-20,1,4,"26,712","7,632"
1-44223472,Consumer,Morocco,Product 11,Furniture,"44,772",O-35008005,23-Jun-20,26-Jun-20,3,1,"59,547","14,775"
1-58039001,Consumer,United Arab Emirates,Product 11,Furniture,"44,772",O-37078217,29-Oct-20,31-Oct-20,2,1,"69,397","24,625"
1-53438652,Corporate,Algeria,Product 19,Computer & Laptop,"15,954",O-07853153,13-Jan-20,14-Jan-20,1,18,"20,581","4,627"
1-94152967,Consumer,Algeria,Product 14,Furniture,"21,430",O-45205794,10-Sep-20,13-Sep-20,3,5,"28,288","6,858"
1-39896248,Consumer,Algeria,Product 15,Computer & Laptop,"23,070",O-56939858,14-Mar-20,15-Mar-20,1,3,"30,914","7,844"
1-36067331,Consumer,Egypt,Product 20,Computer & Laptop,"12,734",O-86495593,8-Apr-20,9-Apr-20,1,2,"15,918","3,184"
1-20429497,Consumer,Iraq,Product 13,Furniture,"50,443",O-50595154,4-Apr-20,6-Apr-20,2,2,"58,009","7,566"
1-3161557,Consumer,Algeria,Product 12,Furniture,"44,494",O-71808414,4-Apr-20,5-Apr-20,1,1,"55,618","11,124"
1-77583864,Corporate,Morocco,Product 17,Computer & Laptop,"18,711",O-03361831,4-Jul-20,7-Jul-20,3,15,"24,886","6,175"
1-2000293,Corporate,United Arab Emirates,Product 8,Furniture,"43,423",O-84421289,31-Oct-20,2-Nov-20,2,18,"67,306","23,883"
1-30891704,Consumer,Egypt,Product 15,Computer & Laptop,"23,070",O-91475526,16-Nov-20,17-Nov-20,1,5,"28,838","5,768"
1-65326181,Corporate,Iraq,Product 5,Electronics,"27,702",O-79073216,15-Jun-20,17-Jun-20,2,25,"31,857","4,155"
1-93890664,Corporate,Morocco,Product 11,Furniture,"44,772",O-57751588,6-Mar-20,7-Mar-20,1,18,"59,547","14,775"
1-4946688,Consumer,Iraq,Product 13,Furniture,"50,443",O-07857241,15-Nov-20,18-Nov-20,3,5,"58,009","7,566"
1-70355420,Corporate,Iraq,Product 8,Furniture,"43,423",O-71164839,12-Jun-20,15-Jun-20,3,11,"49,936","6,513"
1-94912699,Consumer,Iraq,Product 17,Computer & Laptop,"18,711",O-86805276,9-Jun-20,12-Jun-20,3,1,"21,518","2,807"
1-28573681,Corporate,Morocco,Product 6,Electronics,"27,960",O-55432438,14-Apr-20,17-Apr-20,3,7,"37,187","9,227"
1-845970,Consumer,Algeria,Product 11,Furniture,"44,772",O-55205675,13-May-20,15-May-20,2,5,"60,442","15,670"
1-41813561,Consumer,Iraq,Product 12,Furniture,"44,494",O-33465151,2-Jan-20,4-Jan-20,2,2,"51,168","6,674"
1-96400585,Consumer,United Arab Emirates,Product 5,Electronics,"27,702",O-98349804,3-Apr-20,6-Apr-20,3,3,"42,938","15,236"
1-38145766,Consumer,United Arab Emirates,Product 9,Furniture,"57,057",O-32346964,4-Oct-20,7-Oct-20,3,1,"88,438","31,381"
1-86562737,Corporate,Egypt,Product 12,Furniture,"44,494",O-51371418,3-Dec-20,5-Dec-20,2,12,"55,618","11,124"
1-41933550,Corporate,Egypt,Product 19,Computer & Laptop,"15,954",O-49591854,13-Sep-20,16-Sep-20,3,25,"19,943","3,989"
1-88136059,Corporate,Saudi Arabia,Product 11,Furniture,"44,772",O-33631666,3-Sep-20,4-Sep-20,1,22,"62,681","17,909"
1-12329133,Corporate,Saudi Arabia,Product 6,Electronics,"27,960",O-14673777,12-Jul-20,15-Jul-20,3,5,"39,144","11,184"
1-93842605,Corporate,Saudi Arabia,Product 20,Computer & Laptop,"12,734",O-17282632,13-May-20,16-May-20,3,8,"17,828","5,094"
1-88970971,Consumer,Saudi Arabia,Product 15,Computer & Laptop,"23,070",O-32235723,30-Oct-20,31-Oct-20,1,4,"32,298","9,228"
1-48838981,Consumer,United Arab Emirates,Product 17,Computer & Laptop,"18,711",O-12236463,20-Dec-20,22-Dec-20,2,2,"29,002","10,291"
1-58450085,Corporate,Morocco,Product 19,Computer & Laptop,"15,954",O-52882651,25-May-20,28-May-20,3,16,"21,219","5,265"
